Nome da Vaga;Nome da Empresa;Nível de Experiência;Data de Publicação;Faixa Salarial;Localização;Modelo Contratual;Benefícios;Descrição do Cargo;Descrição da Empresa
Engenheiro Mecânico Jr.;REFIT;Júnior/ Trainee;Publicada em 25/09/2024;a combinar;Rio de Janeiro;Regime CLT;Assistência médica + Assistência odontológica + Restaurante interno + Seguro de vida + Vale-alimentação + Vale-transporte;Dimensionar e especificar materiais e equipamentos mecânicos. Gerenciar a carteira de projetos atribuída, oferecendo suporte às demais disciplinas. Acompanhar obras em campo, atuando como ponto focal para a disciplina. Realizar levantamentos de campo para embasamento de projetos. Avaliar projetos elaborados pelos projetistas. Realizar visitas técnicas e reuniões, esclarecendo dúvidas e registrando informações relevantes sobre documentos a serem enviados aos fornecedores. Oferecer suporte técnico aos projetistas e desenhistas na interpretação de dados e desenhos do sistema, e auxiliar o setor de compras no desenvolvimento de fornecedores e aquisição de itens específicos. Desenvolver projetos e elaborar documentação técnica de engenharia, como folhas de dados, listas de materiais e relatórios diários de obras. Garantir a segurança, limpeza e organização do ambiente de trabalho, mantendo um local adequado para arquivamento de processos e documentos nos sistemas da empresa. Prestar suporte técnico ao time de manutenção industrial para resolução de dúvidas.   Necessário disponibilidade para viagens Conhecimento sobre manutenção de equipamentos dinâmicos e estáticos ;Temos mais de 67 anos no refino de petróleo, nossa visão é sermos os melhores fornecedores de derivados de petróleo, buscamos sempre por agilidade, integridade e somos obcecados por resultados. Aqui na Refit você irá encontrar um ambiente de trabalho dinâmico e com diversos desafios, estamos crescendo em uma velocidade acelerada e buscamos profissionais que desejam crescer junto com a gente! A Refit carrega as palavras inovação e eficiência no seu DNA. Se você também tem essa característica e quer fazer a diferença no mercado de combustíveis venha fazer parte do nosso time.  Refit. Abastecendo a alma.
025554 - Engenheiro Ambiental Pleno;Lyon Engenharia;Pleno;Publicada em 10/09/2024;a combinar;Minas Gerais;Regime CLT;Assistência médica + Refeitório + Vale-transporte;Conhecimento em sistema de Gestão Ambiental, domínio no Microsoft Office, Google Earth, habilidade em gráficos e Ferramentas de estatística, conhecimento de Legislações e Normas Técnicas de Meio Ambiente. Desejável gestão de áreas contaminadas, gestão de Resíduos, Norma ISO 14001, AutoCad e ArGis. Registro no CREA (obrigatório);SOBRE A LYON ENGENHARIA  Somos uma empresa de resultados sólidos e em contínuo crescimento. Acreditamos que a inovação, o respeito e o comprometimento, atrelados à conhecimento e experiência, se traduzem em resultados para nossos clientes. Trabalhar na Lyon é isso: viver a experiência de atuar em projetos das maiores empresas do país, com acesso às últimas tecnologias e às tendências do mercado, enquanto a Lyon cuida de você!  Diariamente, em um ambiente colaborativo e inclusivo, conectamos mais de 2 mil profissionais a diversos projetos pelo Brasil, e o crescimento profissional de nossos funcionários aliado ao reconhecimento de nossos clientes são os indicadores do nosso maior objetivo: selecionar a pessoa certa para o trabalho certo.  Através das melhores práticas de gestão de pessoas e com um processo transparente de recrutamento e seleção buscamos oferecer a melhor experiência para nossos candidatos e gestores.  Nosso capital humano é a força que impulsiona resultados assertivos e sustentáveis para nossos clientes.  Vem crescer com a gente!
Estágio em Engenharia;Huawei;Estágio;Publicada há 6 dias;R$ 1.800 a R$ 2.000;São Paulo;Estágio;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio combustível + Auxílio fretado + Ginástica laboral;Responsabilidades:   Requisitos: Inglês - Nível Fluente, Inglês - Nível Avançado e Inglês - Nível Intermediário;"Sobre a Huawei   A Huawei é líder global de infraestrutura para Tecnologia da Informação e Comunicação (TIC) e dispositivos inteligentes, e uma das marcas mais valiosas do mundo, de acordo com a Forbes. A companhia tem como visão enriquecer a vida das pessoas por meio das tecnologias digitais e é dedicada à inovação centrada no cliente. A Huawei possui quatro unidades de negócios no Brasil: o grupo dedicado às operadoras, que oferece equipamentos e infraestrutura de telecomunicações; a área que atende às necessidades do mercado corporativo, fornecendo soluções e infraestrutura em TIC; a Huawei Cloud, com os serviços de nuvem pública e híbrida e soluções para dar escala aos negócios com estabilidade e segurança; e a Huawei Digital Power, com soluções inteligentes voltadas para geração, distribuição e armazenamento de energia fotovoltaica. A empresa também desenvolve projetos na área de soluções automotivas inteligentes e dispositivos para o consumidor final, como smartwatches, roteadores, smartphones e outros. Com mais de 207 mil funcionários em todo o mundo, a companhia atende mais de um terço da população mundial. A Huawei também acredita que a digitalização é o caminho para um mundo mais sustentável e uma economia zero carbono, baseada em fontes renováveis de energia. A Huawei é uma das empresas que mais investe em pesquisa no mundo. É por isso que se tornou uma das maiores detentoras de patentes do globo. Na nova era digital, a indústria de TIC exige ainda mais investimento em pesquisa e desenvolvimento, e a Huawei continuará desempenhando seu papel principal na inovação para construir um mundo totalmente conectado e inteligente. Há 25 anos no país, a Huawei está no Brasil para o Brasil e quer se tornar cada vez mais uma importante parceira na transformação digital e na contribuição com tecnologias sustentáveis para a sociedade brasileira. Além de líder no mercado nacional de banda larga fixa e móvel por meio das parcerias estabelecidas com as principais operadoras de telecomunicações, a Huawei tem um perfil integrado, com soluções para os setores público, privado, financeiro, transporte, mineração e energia, entre outros. A empresa possui escritórios nas cidades de São Paulo, Rio de Janeiro, Brasília, Curitiba e Recife, além de um Centro de Distribuição em Sorocaba (SP) e duas unidades fabris, em Jundiaí (SP) e em Manaus (AM). Trabalha em parceria com brasileiros, impulsionando a inovação e ajudando a desenvolver novos talentos locais para o setor de telecomunicações. Nos últimos 10 anos, treinou mais de 40 mil profissionais em todo o Brasil.   **Aviso de Privacidade Nós nos comprometemos a proteger a sua privacidade de acordo com a legislação local de privacidade de dados, no Brasil a Lei Geral de Proteção de Dados (LGPD). Leia e entenda nosso Declaração de Privacidade de Recrutamento, disponível em https://www.huawei.com/br/ , antes de enviar seus dados pessoais à Huawei para que você entenda completamente como processamos e gerenciamos seus dados pessoais recebidos.  Se você tiver alguma dúvida em relação à Privacidade de Dados da Huawei, entre em contato conosco através do link: https://www.huawei.com/br/personal-data-request/ “  "
Estagiário(a) em Engenharia;ZF AUTOMOTIVE;Estágio;Publicada em 25/09/2024;a combinar;Limeira;Estágio;Assistência médica + Assistência odontológica + Restaurante interno + Seguro de vida + Vale-transporte;"O que você pode esperar sendo um(a) Estagiário(a) em Engenharia:  Suporte aos Engenheiros em atividades/rotinas diárias, interface com a fábrica e cuidar de documentações e processos; Auxílio nos processos administrativos;  O seu perfil sendo um(a) Estagiário(a) em Engenharia:  Ensino superior cursando em Engenharia de Produção, Manufatura, Mecânica, Mecatrônica, Automação, Software ou áreas correlatas; Inglês Intermediário; Desejável conhecimento em análise de dados; Conhecimento avançado nas ferramentas do Office. Desejável conhecimento em Microsoft Power Plataforms. ";É estudante universitário e deseja começar a sua carreira em uma empresa que é líder mundial em desenvolvimento de componentes para veículos autônomos? Então, nós te convidamos a conhecer a ZF!   Durante o seu estágio na ZF, você terá a oportunidade de atuar em um ambiente dinâmico e inovador, com iniciativas globais que buscam soluções em mobilidade, segurança integrada, direção autônoma e eletrificação.   Nós valorizamos a diversidade e estamos engajados a atrair, contratar e desenvolver profissionais inovadores, com foco em resultado e aprendizado contínuo, comprometidos com pessoas e com o cliente.   Faça parte da Nova Geração da Mobilidade! #JoinZF
Engenheiro(a) Instrumentação;Emthos;Sênior;Publicada há 2 dias;R$ 16.000 a R$ 16.100;100% Home Office;Regime CLT;Assistência médica + Assistência odontológica + Seguro de vida + Vale-refeição;"Emissão de comentários técnicos em resposta a solicitações de informações e solicitações de mudanças de projetos; Emissão de relatórios e atualização de planilhas e/ou banco de dados para controle de comentários emitidos, elaboração de ordens de serviços para UNs (Unidades de Negócio) Clientes e gestão de informações dos projetos; Experiência com fiscalização de Projetos da área de óleo e gás e/ou Petroquímica. Suporte ao Gerenciamento de Projetos e Portfólio contemplando atividades relacionadas. à utilização, configuração, atualização e gestão das ferramentas de automação e gestão de projetos. Superior completo em Engenharia Elétrica Experiência em Instrumentação Pacote Office; Conhecimentos em simuladores de processo, software PTW, E3D, Autocad e SAP  Informações complementares:  44 horas semanais (07:30 às 17:30 de segunda a quinta e 07:30 às 16:30 nas sextas-feiras) Contrato: CLT Tempo de contrato: 36 meses. Atuação 100% remota  "; A EMTHOS trabalha em parceria com as empresas e não para elas. No momento em que o mundo globalizado se conscientiza de que o sucesso será somente alcançado se a competitividade tiver sido construída sobre os pilares da competência e excelência dos negócios, a EMTHOS se apresenta para um acordo de parceria na direção do campo industrial marcado pela agilidade, transparência, ética e compromisso das ações técnicas. Desenvolvemos parcerias com a filosofia voltada exclusivamente a aperfeiçoar os métodos de procedimento e proporcionar aos clientes qualidade alinhada ao preço e competitividade.
Engenheiro(a) Eletricista;Emthos;Sênior;Publicada há 2 dias;R$ 16.000 a R$ 16.100;100% Home Office;Regime CLT;Assistência médica + Assistência odontológica + Seguro de vida + Vale-refeição;"Emissão de comentários técnicos em resposta a solicitações de informações e solicitações de mudanças de projetos; Emissão de relatórios e atualização de planilhas e/ou banco de dados para controle de comentários emitidos, elaboração de ordens de serviços para UNs (Unidades de Negócio) Clientes e gestão de informações dos projetos; Experiência com fiscalização de Projetos da área de óleo e gás e/ou Petroquímica. Suporte ao Gerenciamento de Projetos e Portfólio contemplando atividades relacionadas. à utilização, configuração, atualização e gestão das ferramentas de automação e gestão de projetos. Superior completo em Engenharia Elétrica Pacote Office; Conhecimentos em simuladores de processo, software PTW, E3D, Autocad e SAP Verificação de documentos de engenharia e detalhamento; Interface multidisciplinar e com gerentes de projeto, fornecedores e clientes; Informações complementares: 44 horas semanais (07:30 às 17:30 de segunda a quinta e 07:30 às 16:30 nas sextas-feiras) Contrato: CLT Tempo de contrato: 36 meses. Atuação 100% remota"; A EMTHOS trabalha em parceria com as empresas e não para elas. No momento em que o mundo globalizado se conscientiza de que o sucesso será somente alcançado se a competitividade tiver sido construída sobre os pilares da competência e excelência dos negócios, a EMTHOS se apresenta para um acordo de parceria na direção do campo industrial marcado pela agilidade, transparência, ética e compromisso das ações técnicas. Desenvolvemos parcerias com a filosofia voltada exclusivamente a aperfeiçoar os métodos de procedimento e proporcionar aos clientes qualidade alinhada ao preço e competitividade.
Estágio Industrial (Engenharias);FI GROUP;Estágio;Publicada em 15/08/2024;a combinar;São Paulo;Estágio;Assistência médica + Assistência odontológica + Bolsa auxílio + Seguro de vida + Vale-refeição + Vale-transporte;"O FI Group busca Estagiários para área Técnica, para atuar no escritório de São Paulo.     Principais atividades:    Formação:  - Graduação em andamento: Engenharia de Produção, Engenharia Mecânica, Engenharia Elétrica/Eletrônica. - Cursos e Especializações na área de conhecimento - será um diferencial.  Outros requisitos:  - Pacote Office;  - Idiomas: Inglês e Espanhol (diferencial);  - Elaboração de relatórios será um diferencial. Inglês - Nível Intermediário";No FI Group, a inovação está em nosso DNA. Somos orientados a buscar resultados com ética e entusiasmo e avançamos com motivação para superar novos desafios. Entendemos as necessidades de nossos clientes e contribuímos para o avanço dos projetos, respondemos com proximidade e naturalidade. Gerando sempre um ambiente agradável e positivo. Assumimos nossos compromissos e nos dedicamos ao máximo. Com mais de 20 anos de experiência no mercado, estamos presentes em 15 países, o que nos permite oferecer uma cobertura global e integral dos recursos financeiros dos projetos de pesquisa, desenvolvimento e inovação tecnológica dos nossos clientes. Nosso grupo é formado por especialistas a nível internacional, dos quais 80% são engenheiros e doutores, cujas áreas de especialização são TIC, Industrial ou Química, entre outros.   Carreira no FI Group No FI Group estamos comprometidos com o bem-estar de nossos colaboradores, por isso nos esforçamos para promover um bom ambiente de trabalho e estamos comprometidos em promover atividades que agreguem ao nosso lado mais humano. Compartilhamos projetos além do escritório, participando de ações organizadas pela equipe de Gente e Gestão e do Comitê de Responsabilidade Social. Descubra que o FI Group é muito mais que um lugar para trabalhar.   O que oferecemos no FI Group?  Nosso maior valor são as pessoas que fazem parte do FI Group. O esforço, entusiasmo, paixão e capacidade de inovar que nos caracterizam, nos levam a empreender projetos motivadores que transformam a nossa jornada em um desafio. Queremos promover a melhor versão de nossos profissionais, oferecendo oportunidades de desenvolvimento por meio de um plano de carreira definido. Além disso, temos benefícios, fixos e flexíveis, orientados a conciliar vida e trabalho, e facilitar o dia a dia de nossos colaboradores. O FI Group valoriza a Diversidade e a Inclusão e por isso incentivamos à candidatura de todas as pessoas para nossas vagas independentemente de gênero, religião, etnia, idade, orientação afetivo sexual, ter deficiência, raça ou outro marcador identitário. Respeitamos as individualidades e trabalhamos para promover uma cultura inclusiva, que busca a equidade e valoriza as diferenças.   Interessado em ingressar em um grupo internacional dinâmico? Venha fazer parte do time FI Group!  Conheça nossas Redes Sociais: Site: www.fi-group.com Facebook: www.facebook.com/figroupbr Instagram: www.instagram.com/figroupbr Twitter: www.twitter.com/FIGroupBR LinkedIn: www.linkedin.com/company/figroup       
Estagiário de Engenharia - Aracaju - SE;FORSHIP ENGENHARIA S/A;Estágio;Publicada em 30/09/2024;a combinar;Aracaju;Estágio;Assistência médica + Assistência odontológica + Seguro de vida + Vale-alimentação + Vale-refeição + Vale-transporte;"Requisitos:  Atividades a serem exercidas:  Apoio técnico aos engenheiros; Revisão de procedimentos; Emissão de relatórios; Pesquisa de dados técnicos; Análise de normas e padrões.  Escolaridade:  Cursando Engenharia Elétrica, Mecânica ou de Petróleo e gás no mínimo no 5º período.  Conhecimento:  Pacote Office e Excel avançado; Habilidade de utilização de IA como, por exemplo, chat GPT. Inglês - Nível Intermediário Desejável:  Inglês intermediário."; A Forship Engenharia é uma empresa de médio porte, brasileira, com significativa atuação internacional na América, África e Ásia. Referência em Comissionamento, oferecemos soluções e serviços de engenharia para plantas industriais dos setores de óleo e gás, petroquímico, indústria naval, energia e mineração, tendo a OPERABILIDADE como principal foco. Buscamos novos talentos para fazer parte da nossa equipe:
Engenheiro de Instrumentação e Automação;Orizon Meio Ambiente;Sênior;Publicada ontem;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio farmácia + Cesta de natal + Seguro de vida;O Engenheiro de Instrumentação e Automação desempenhará um papel essencial na concepção, implementação e otimização dos sistemas de controle, automação e monitoramento nas nossas plantas industriais. Essa posição envolve conhecimentos técnicos avançados, colaboração interdisciplinar e foco na Indústria 4.0.  Entre as responsabilidades estão:;No mercado desde 1999, a companhia é referência pelo pioneirismo e por oferecer uma linha completa de soluções integradas de gestão e beneficiamento de resíduos, que vão desde a reciclagem até a geração de biogás e energia elétrica renovável. Seus ecoparques atuam como a última barreira protetora do meio ambiente, reduzindo a emissão de gás carbônico, tratando resíduos com potencial de reaproveitamento pela indústria, e garantindo que o lixo – material que não pode ser reutilizado – seja destinado de forma ambientalmente adequada, evitando a contaminação de solos, rios, mares e ar.  “Na Orizon as oportunidades são para todos, pois acreditamos que equipes diversas são mais eficientes! Desta forma, se você se identificou com a vaga venha se candidatar, pois buscamos e valorizamos talentos de diferentes raças, orientação sexual, origens, idades, gêneros, pessoas com deficiência, entre outros  #VemSerOrizonVR!
Estagiário Engenharia Química;Elekeiroz S/A;Estágio;Publicada em 24/09/2024;a combinar;São Paulo;Estágio;Assistência médica + Assistência odontológica + Refeitório + Vale-transporte;"Apoiar projetos e iniciativas da equipe, realizar pesquisas, auxiliar na organização de documentos, participar de reuniões e treinamentos, contribuir com ideias e soluções inovadoras. Emitir e controlar os boletins de produção, acompanhamento das plantas de produção, controle de tempo de batelada, atualização dos indicadores, participação das análises de riscos e inspeções de segurança. Analisar dados, gerenciamento de alarmes e participação em auditorias. Pacote Office Avançado (Excel); Superior Cursando Engenharia Química a partir do 7° semestre; Residir em Várzea Paulista e região ou possuir disponibilidade para mudança.";"Somos a mais longeva fábrica química do Brasil. Nossa centenária história é marcada por iniciativas inovadoras e pioneiras na indústria química. Fomos os primeiros a fabricar ácido sulfúrico na América do Sul e anidrido ftálico no Brasil. Ao longo do tempo, diversificamos e ampliamos nossa linha de produtos para atender às demandas da indústria global e às novas necessidades da sociedade. Hoje somos líderes no mercado de intermediários químicos na América Latina, produzindo o maior volume e a maior gama de tipos de plastificantes do continente; e somos os únicos produtores de oxoderivados na América do Sul. Nossos produtos químicos são imprescindíveis para diversos segmentos: construção civil, automotivo, naval, tecnologia, vestuário, brinquedos, tintas e vernizes etc. Contamos com mais de 500 pessoas atuando em nossas unidades industriais localizadas em Várzea Paulista (SP) e em Camaçari (BA). Somos parte do Grupo OCQ, a maior plataforma de impulsionamento de negócios químicos do Brasil e, junto a outras empresas, fortalecemos uma complexa cadeia de valor que entrega soluções químicas cada vez mais inovadoras, competitivas e sustentáveis ao mercado. Visite nosso site para conhecer mais! https://www.elekeiroz.com.br/"
Engenheiro de Segurança do Trabalho Pleno;MCA - Auditoria e Gerenciamento;Pleno;Publicada em 24/09/2024;a combinar;Todo o Brasil;Regime CLT;Assistência médica + Assistência odontológica + Restaurante interno + Seguro de vida + Vale-alimentação;#VemSerMCA  Na MCA, consolidamos nossa posição como líderes em Consultoria, Auditoria e Gerenciamento de Projetos desde 2002. Pelo segundo ano consecutivo, recebemos o reconhecimento da revista 'O Empreiteiro' como a principal empresa na categoria de Projetos e Consultoria em todo o estado de Minas Gerais, além de nos orgulharmos de ocupar a quarta posição no Ranking Nacional. Nossa abordagem une engenharia, gestão e talento humano para conceber soluções criativas e impactantes. Além disso, mantemos o compromisso com a qualidade e a inovação, como evidenciado por nossa Certificação ISO 9001.  Quem Somos: Cultivamos uma cultura baseada em integridade, ética e excelência técnica. Operamos com transparência, enfrentando crises com resiliência e inovação. Nossa missão é atuar em engenharia consultiva, gerenciamento de projetos, auditorias e fiscalização, impactando positivamente pessoas e empresas.  O que Valorizamos: Faça parte de uma equipe que valoriza bem-estar, alegria e equilíbrio no trabalho. Buscamos profissionais comprometidos, que valorizam colaboração, interação e aprendizado contínuo. Na MCA, trabalhamos de forma colaborativa e todos torcem uns pelos outros.  Nossa Presença: Presentes em todo o Brasil, empregamos mais de 2 mil pessoas e atuamos em setores como Mineração, Siderúrgico, Infraestrutura, entre outros. Construímos um futuro sustentável e impactante.  Junte-se ao Time MCA: Se busca um ambiente acolhedor, que respeita as diferenças, estimula o progresso das pessoas e busca constantemente a inovação, #VemSerMCA. Junte-se ao time que transforma desafios em oportunidades. Na MCA, construímos juntos o futuro. Vem ser parte dessa comunidade!  E suas principais atividades serão:   Para esta posição, esperamos que você tenha:   Observação: uma vaga é PLENO e a outra SENIOR.  E aí, topa embarcar nessa?!  Vem se juntar ao nosso time incrível na MCA!;A MCA é referência nas áreas de engenharia consultiva, gerenciamento de projetos e auditorias, atuando com integridade e ética, para impactar positivamente pessoas e empresas.  Há mais de 20 anos no mercado, buscamos permanentemente a excelência na condução dos negócios com valores bem definidos, para cumprirmos o nosso propósito maior de promover soluções criativas unindo engenharia, gestão e pessoas, mantendo um ambiente saudável de cooperação entre clientes, colaboradores e sociedade.  Buscamos pessoas que queiram trabalhar num ambiente colaborativo e inovador, que valoriza ao bem-estar e a saúde, a troca de experiências, o aprendizado contínuo e ao desenvolvimento de uma carreira sólida, contribuindo para que as pessoas se sintam reconhecidas e possam se autorrealizar.  Venha fazer parte de nosso time de talentos!! 
Estagiario Engenharia Ambiental;ORIZON TREMEMBE AMBIENTAL S.A;Estágio;Publicada em 09/08/2024;R$ 1.348;Tremembé;Estágio;Auxílio combustível + Bicicletário + Refeitório + Seguro de vida + Vale-alimentação + Vale-transporte;"Estamos em busca de um estagiário de Engenharia Ambiental para se juntar à nossa equipe! Se você é apaixonado por questões ambientais e deseja adquirir experiência prática em um ambiente de trabalho dinâmico, essa é a oportunidade perfeita para você.  Responsabilidades: - Auxiliar na elaboração de projetos de engenharia ambiental; - Realizar levantamentos e análises de dados; - Participar de visitas técnicas e reuniões com clientes; - Apoiar na elaboração de relatórios técnicos.  Requisitos: - Cursando Engenharia Ambiental; - Conhecimento em softwares de desenho técnico e pacote Office; - Boa comunicação e habilidade para trabalhar em equipe.  Oferecemos: - Bolsa-auxílio compatível com o mercado; - Vale-transporte; -Vale Alimentação; - Oportunidade de aprendizado e desenvolvimento profissional.  Se você se identifica com a vaga e atende aos requisitos, candidate-se através do botão abaixo. Estamos ansiosos para conhecer você! Diferencias; -Pro ativo -Boa comunicação -Comprometimento com horários; - Facilidade em trabalhar em equipe; -Organizado.";No mercado desde 1999, a companhia é referência pelo pioneirismo e por oferecer uma linha completa de soluções integradas de gestão e beneficiamento de resíduos, que vão desde a reciclagem até a geração de biogás e energia elétrica. Seus ecoparques atuam como a última barreira protetora do meio ambiente, reduzindo a emissão de gás carbônico, tratando resíduos com potencial de reaproveitamento pela indústria, e garantindo que o lixo – material que não pode ser reutilizado – seja destinado de forma ambientalmente adequada, evitando a contaminação de solos, rios, mares e ar.
Especialista em Engenharia - Tubulações;CSN MINERAÇÃO;Sênior;Publicada em 27/09/2024;a combinar;Congonhas;Regime CLT;Assistência médica + Assistência odontológica + Previdência privada + Seguro de vida + Vale-alimentação;"- Realizar a gestão e análise de engenharia de projetos tubulação e sistemas. - Verificar escopo, qualidade e os requisitos dos documentos da disciplina tubulação e sistemas. - Participar de reuniões com a equipe do projeto. - Realizar alinhamento com o cliente interno, no levantamento de dados, elaboração de escopo e planos de trabalho para desenvolvimento de engenharia. - Analisar e comentar os documentos técnicos emitidos pelas empresas de engenharia; - Realizar levantamento de campo e condução de projetos de engenharia junto as projetistas contratadas; - Realizar a fiscalização em projetos multidisciplinares, envolvendo análise, comentários e aprovação de documentos de engenharia; Assegurar o suporte técnico referente à disciplina de tubulação e sistemas ao cliente.";A CSN é um dos maiores complexos siderúrgicos da América Latina, com 83 anos de história! Atuamos em cinco negócios: siderurgia, mineração, logística, cimento e energia.  Com quase 30.000 colaboradores na Companhia, compartilhamos um ambiente diverso e inclusivo, que nos faz evoluir por meio da nossa gente e das nossas diferenças. Fazer bem, fazer mais, fazer para sempre, é a essência do Grupo CSN.  Se você é estudante e está em busca da sua primeira oportunidade profissional, essa vaga é para você! Estamos com vagas abertas para Jovem Aprendiz em diversas cidades do Brasil, onde poderá se desenvolver de forma teórica e prática, em áreas administrativas ou de operação, tendo acesso a cursos como: Mecânica, Operador, Elétrica, Automação, Logística, Assistente Administrativo, entre outros.  Oferecemos os seguintes benefícios: plano de saúde, vale refeição ou restaurante interno, vale transporte, seguro de vida, entre outros.  Assim sua única preocupação será fazer o seu melhor e aprender tudo o que puder!  Buscamos jovens inovadores, diversos e abertos à diversidade, afinal valorizamos a pluralidade de raça, gênero e idade.
